Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Yield_ton_per_ha,Crop_Barley,Crop_Maize,Crop_Rice,Crop_Wheat,Region_Region_A,Region_Region_B,Region_Region_C,Region_Region_D,Soil_Type_Clay,Soil_Type_Loam,Soil_Type_Sandy,Irrigation_Drip,Irrigation_Flood,Irrigation_Sprinkler,Irrigation_Unknown,Previous_Crop_Barley,Previous_Crop_Maize,Previous_Crop_Rice,Previous_Crop_Unknown,Previous_Crop_Wheat
905.7,24.9,39.8,170.8,110.46,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1251.1,25.4,32.7,109.0,95.67,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
996.5,31.1,43.9,270.1,165.39,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
1041.2,20.3,50.4,241.1,147.0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1462.9,16.4,37.8,200.3,147.86,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1003.9,21.3,43.5,224.6,146.46,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
694.4,34.7,35.0,153.8,96.08,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1098.7,33.0,61.4,144.0,104.53,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1057.3,22.9,37.6,90.0,83.62,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
218.0,32.5,74.6,250.9,141.13,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
807.5,15.7,50.0,145.3,86.78,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1165.8,21.3,70.3,223.1,144.47,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
848.8,29.5,83.0,125.0,93.45,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1213.5,19.4,35.2,249.0,166.9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
786.1,19.0,89.3,76.3,67.59,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
1478.3,32.2,68.7,206.3,156.95,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
580.8,27.3,33.2,251.9,145.23,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
319.8,34.8,48.8,215.1,124.99,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
759.0,17.7,83.2,224.0,136.34,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
904.2,22.1,65.8,181.5,119.49,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
653.8,21.2,47.2,189.8,111.2,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
515.0,32.6,86.4,66.5,56.71,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1073.7,20.1,77.2,112.7,84.33,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
690.3,22.1,74.1,230.5,134.53,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1020.8,17.9,83.3,286.4,180.84,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
1212.8,30.5,76.2,185.4,134.35,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1189.3,19.8,47.2,231.4,160.6,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
687.9,16.4,65.0,220.9,132.68,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
938.3,23.7,80.5,299.8,180.01,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
784.6,22.8,40.9,248.8,158.23,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1332.0,18.6,39.8,206.9,145.13,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
1342.4,17.7,39.5,78.8,84.62,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
646.9,32.9,41.7,140.7,95.53,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
319.3,16.4,36.2,112.7,69.81,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
417.9,17.0,80.3,263.4,146.53,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
677.1,19.9,79.1,161.5,109.43,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
933.5,34.1,39.1,183.8,127.07,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
1053.8,16.7,72.3,291.2,178.89,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
630.8,31.3,67.6,259.2,156.05,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1067.7,32.8,46.6,247.5,154.6,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
1419.1,22.6,43.6,85.6,94.96,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1047.6,20.9,45.0,55.7,55.93,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
406.1,28.5,73.8,81.4,55.26,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
953.6,29.1,49.2,235.1,149.72,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
904.5,30.6,46.7,152.7,110.85,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1331.9,31.6,31.3,79.4,94.08,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
655.4,20.4,84.5,234.8,146.3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
749.8,28.7,75.2,98.6,70.17,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
978.3,17.7,58.4,197.3,127.11,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
881.8,25.2,86.6,235.4,142.2,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1134.7,27.3,47.6,202.0,134.0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
252.5,18.2,70.5,298.4,157.46,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
932.6,16.5,48.3,158.5,117.08,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
358.2,18.9,48.9,128.0,77.3,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
609.8,23.4,80.7,100.3,72.54,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1060.1,32.8,77.2,175.9,127.46,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
404.6,25.6,47.6,263.1,144.11,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
601.5,30.0,34.9,286.7,167.04,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1113.9,18.5,51.5,293.0,184.85,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1046.0,17.1,75.6,182.8,138.5,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
318.4,19.8,36.0,201.3,118.78,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
950.4,21.3,70.3,195.4,138.7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
391.4,26.0,83.4,166.5,100.34,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
528.0,32.6,40.8,88.1,69.05,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
797.0,23.5,81.7,66.4,63.12,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
342.2,25.4,33.1,159.2,86.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1491.7,15.1,70.0,96.5,83.71,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
415.0,15.7,77.5,271.7,145.82,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1215.7,16.7,56.7,240.4,166.23,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1278.8,29.0,42.2,204.6,144.49,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1492.8,24.7,85.5,61.9,84.57,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
757.2,18.9,31.2,205.6,135.82,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1336.3,26.9,63.3,205.3,141.7,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1444.8,25.9,52.4,159.8,135.8,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
424.8,16.8,57.7,214.4,117.49,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
823.3,27.8,62.2,264.5,161.48,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
278.0,30.3,62.1,239.5,128.75,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
1006.9,20.7,42.2,168.4,119.73,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
955.8,28.7,70.8,115.6,91.4,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
465.4,19.0,31.1,169.5,106.5,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1237.3,30.1,31.3,286.5,191.39,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
248.4,33.2,58.7,255.0,149.49,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1248.1,23.8,62.5,56.8,74.36,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
234.6,19.9,46.5,245.7,137.94,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
1053.9,23.0,63.1,92.6,80.28,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
302.4,20.0,61.0,192.8,108.58,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
526.6,15.0,51.0,251.6,146.17,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1138.5,28.0,69.1,190.3,128.7,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
564.5,15.9,87.5,151.0,101.23,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
864.5,19.2,59.4,130.3,94.26,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
1389.8,29.4,77.2,126.3,111.7,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
264.5,28.3,44.9,259.4,135.7,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1254.4,16.5,75.7,256.3,167.26,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
284.9,28.2,68.9,255.8,146.4,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
364.8,33.6,68.4,120.7,80.11,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
355.1,16.5,83.6,249.7,142.95,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1492.3,23.3,44.0,59.2,77.34,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
434.2,29.6,52.1,101.6,70.39,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1365.8,28.4,35.0,178.6,135.44,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1488.2,19.5,73.6,151.7,127.72,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
698.9,18.3,80.6,78.0,64.93,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
1020.4,30.7,54.4,60.4,65.04,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
1212.8,34.1,51.4,202.8,131.8,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
710.4,30.4,69.5,128.4,92.44,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
410.4,34.3,34.5,54.0,37.78,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
763.9,27.1,47.6,157.7,110.63,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1203.5,33.6,52.0,126.7,110.33,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1215.0,28.8,61.1,194.2,127.89,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
499.7,33.2,58.6,282.5,164.38,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
427.5,18.2,42.5,127.0,81.34,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1396.7,31.3,62.4,299.3,199.69,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
257.2,18.9,85.6,71.5,41.08,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
1155.2,15.5,31.6,72.1,76.19,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
260.3,25.4,70.8,228.2,120.69,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1289.3,21.4,67.5,237.2,165.01,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1377.0,15.9,85.5,155.7,124.51,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
586.6,34.6,68.7,121.5,83.62,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
296.1,28.3,67.5,248.5,140.92,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
824.9,33.0,76.2,289.1,171.16,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
588.0,35.0,46.1,297.5,170.6,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
742.3,22.8,65.7,208.6,136.95,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1064.5,20.1,61.2,235.0,159.08,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
472.8,18.7,56.3,255.6,140.24,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
664.0,25.3,34.8,249.7,146.73,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
1217.3,27.1,47.6,298.3,188.31,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1036.9,24.4,46.8,252.6,162.6,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
624.2,22.7,73.5,215.6,130.4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1063.6,18.4,85.2,144.1,114.1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
1194.9,23.8,43.8,199.5,148.03,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
970.2,16.7,34.5,270.1,176.51,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
511.3,32.3,90.0,126.4,95.8,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
200.3,15.9,71.5,57.7,30.14,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
1243.7,22.6,83.2,131.8,106.79,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1269.4,17.0,38.6,290.1,183.06,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1106.9,30.5,78.0,248.5,159.07,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
299.6,21.3,78.8,96.8,68.69,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
960.8,17.3,39.1,53.0,60.89,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
1267.3,25.6,39.7,217.3,143.84,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
706.6,33.3,47.7,194.8,138.23,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
457.4,33.2,43.0,70.7,46.63,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
963.9,20.0,88.5,291.5,176.9,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
1274.2,29.4,51.8,204.4,146.75,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
263.5,15.6,75.7,212.9,111.82,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
976.0,17.6,78.3,263.4,167.25,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
1036.1,25.0,53.2,134.3,100.14,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
983.1,19.6,71.0,189.6,132.33,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1045.0,31.0,36.5,194.0,136.54,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1020.8,33.6,53.8,291.8,170.72,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
369.5,15.1,88.0,82.9,47.8,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
505.4,19.7,40.1,239.7,143.2,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1004.7,23.8,53.1,193.8,133.82,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
